"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"3189","S8R498_M4090504","LSD","S8R498 - Number of days spent by tourists using the services of travel agencies and tour operators","S8R498 - Turistø, pasinaudojusiø kelioniø agentûrø ir kelioniø organizatoriø paslaugomis, iðbûta dienø","Country | Type of tourists (2004K1 - 2018K4) (Was renewed: 2019-03-22)","Turistø tipas | Valstybë (2004K1 - 2018K4) (Atnaujinta: 2019-03-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R498_M4090504(1.0)",FALSE,FALSE,NA,NA,"M4090504"
"3190","S8R498_M4090602","LSD","S8R498 - Number of days spent by tourists using the services of travel agencies and tour operators","S8R498 - Turistø, pasinaudojusiø kelioniø agentûrø ir kelioniø organizatoriø paslaugomis, iðbûta dienø","Type of tourists (1995 - 2018) (Was renewed: 2019-06-07)","Turistø tipas (1995 - 2018) (Atnaujinta: 2019-06-07)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R498_M4090602(1.0)",FALSE,FALSE,NA,NA,"M4090602"
"3191","S8R498_M4090603","LSD","S8R498 - Number of days spent by tourists using the services of travel agencies and tour operators","S8R498 - Turistø, pasinaudojusiø kelioniø agentûrø ir kelioniø organizatoriø paslaugomis, iðbûta dienø","Country | Type of tourists (2004 - 2018) (Was renewed: 2019-06-07)","Turistø tipas | Valstybë (2004 - 2018) (Atnaujinta: 2019-06-07)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R498_M4090603(1.0)",FALSE,FALSE,NA,NA,"M4090603"
"3192","S8R499_M4090501_3","LSD","S8R499 - Number of tourists using services of travel agencies and tour operators","S8R499 - Turistø, pasinaudojusiø kelioniø agentûrø ir kelioniø organizatoriø paslaugomis, skaièius","Type of tourists (2004K1 - 2018K4) (Was renewed: 2019-03-22)","Turistø tipas (2004K1 - 2018K4) (Atnaujinta: 2019-03-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R499_M4090501_3(1.0)",FALSE,FALSE,NA,NA,"M4090501_3"
"3193","S8R499_M4090502_2","LSD","S8R499 - Number of tourists using services of travel agencies and tour operators","S8R499 - Turistø, pasinaudojusiø kelioniø agentûrø ir kelioniø organizatoriø paslaugomis, skaièius","Size class of enterprises | Type of tourists (2004K1 - 2018K4) (Was renewed: 2019-03-22)","Ámoniø dydþio grupë | Turistø tipas (2004K1 - 2018K4) (Atnaujinta: 2019-03-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R499_M4090502_2(1.0)",FALSE,FALSE,NA,NA,"M4090502_2"
"3194","S8R499_M4090504","LSD","S8R499 - Number of tourists using services of travel agencies and tour operators","S8R499 - Turistø, pasinaudojusiø kelioniø agentûrø ir kelioniø organizatoriø paslaugomis, skaièius","Country | Type of tourists (2004K1 - 2018K4) (Was renewed: 2019-03-22)","Turistø tipas | Valstybë (2004K1 - 2018K4) (Atnaujinta: 2019-03-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R499_M4090504(1.0)",FALSE,FALSE,NA,NA,"M4090504"
"3195","S8R499_M4090602","LSD","S8R499 - Number of tourists using services of travel agencies and tour operators","S8R499 - Turistø, pasinaudojusiø kelioniø agentûrø ir kelioniø organizatoriø paslaugomis, skaièius","Type of tourists (1995 - 2018) (Was renewed: 2019-06-07)","Turistø tipas (1995 - 2018) (Atnaujinta: 2019-06-07)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R499_M4090602(1.0)",FALSE,FALSE,NA,NA,"M4090602"
"3196","S8R499_M4090603","LSD","S8R499 - Number of tourists using services of travel agencies and tour operators","S8R499 - Turistø, pasinaudojusiø kelioniø agentûrø ir kelioniø organizatoriø paslaugomis, skaièius","Country | Type of tourists (2004 - 2018) (Was renewed: 2019-06-07)","Turistø tipas | Valstybë (2004 - 2018) (Atnaujinta: 2019-06-07)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R499_M4090603(1.0)",FALSE,FALSE,NA,NA,"M4090603"
"3197","S8R500_M4091504","LSD","S8R500 - Number of  domestic tourists","S8R500 - Vietiniø turistø skaièius","Age | Sex (2004 - 2017) (Was renewed: 2018-08-20)","Amþius | Lytis (2004 - 2017) (Atnaujinta: 2018-08-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R500_M4091504(1.0)",FALSE,FALSE,NA,NA,"M4091504"
"3198","S8R500_M4090802","LSD","S8R500 - Number of  domestic tourists","S8R500 - Vietiniø turistø skaièius","Age | Place of departure | Sex (2004K1 - 2018K4) (Was renewed: 2019-03-29)","Amþius | Iðvykimo vieta | Lytis (2004K1 - 2018K4) (Atnaujinta: 2019-03-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R500_M4090802(1.0)",FALSE,FALSE,NA,NA,"M4090802"
"3199","S8R500_M4090801_2","LSD","S8R500 - Number of  domestic tourists","S8R500 - Vietiniø turistø skaièius","Total (2004K1 - 2018K4) (Was renewed: 2019-03-22)","Suminis (2004K1 - 2018K4) (Atnaujinta: 2019-03-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R500_M4090801_2(1.0)",FALSE,FALSE,NA,NA,"M4090801_2"
"3200","S8R500_M4090803","LSD","S8R500 - Number of  domestic tourists","S8R500 - Vietiniø turistø skaièius","Age | Purpose of the trip | Sex (2004K1 - 2018K4) (Was renewed: 2019-03-29)","Amþius | Kelionës tikslas | Lytis (2004K1 - 2018K4) (Atnaujinta: 2019-03-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R500_M4090803(1.0)",FALSE,FALSE,NA,NA,"M4090803"
"3201","S8R500_M4090804_2","LSD","S8R500 - Number of  domestic tourists","S8R500 - Vietiniø turistø skaièius","Place of arrival | Purpose of the trip | Type of transport (2004K1 - 2016K1) (Not be renewed)","Atvykimo vieta | Kelionës tikslas | Transporto rûðis (2004K1 - 2016K1) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R500_M4090804_2(1.0)",FALSE,FALSE,NA,NA,"M4090804_2"
"3202","S8R500_M4091505_1","LSD","S8R500 - Number of  domestic tourists","S8R500 - Vietiniø turistø skaièius","Total (2004 - 2017) (Was renewed: 2018-08-20)","Suminis (2004 - 2017) (Atnaujinta: 2018-08-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R500_M4091505_1(1.0)",FALSE,FALSE,NA,NA,"M4091505_1"
"3203","S8R500_M4090804_4","LSD","S8R500 - Number of  domestic tourists","S8R500 - Vietiniø turistø skaièius","Place of arrival | Purpose of the trip | Type of transport (2014K1 - 2018K4) (Was renewed: 2019-03-29)","Atvykimo vieta | Kelionës tikslas | Transporto rûðis (2014K1 - 2018K4) (Atnaujinta: 2019-03-29)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R500_M4090804_4(1.0)",FALSE,FALSE,NA,NA,"M4090804_4"
"3204","S8R501_M4090801_1","LSD","S8R501 - Average daily expenditure per trip of domestic tourists, LTL","S8R501 - Vietiniø turistø vidutinës dienos iðlaidos","Total (2004K1 - 2018K4) (Was renewed: 2019-03-22)","Suminis (2004K1 - 2018K4) (Atnaujinta: 2019-03-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R501_M4090801_1(1.0)",FALSE,FALSE,NA,NA,"M4090801_1"
"3205","S8R501_M4091505_3","LSD","S8R501 - Average daily expenditure per trip of domestic tourists, LTL","S8R501 - Vietiniø turistø vidutinës dienos iðlaidos","Total (2004 - 2017) (Was renewed: 2018-08-20)","Suminis (2004 - 2017) (Atnaujinta: 2018-08-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R501_M4091505_3(1.0)",FALSE,FALSE,NA,NA,"M4091505_3"
"3206","S8R502_M4090801_1","LSD","S8R502 - Average expenditure per  trip of  domestic tourists","S8R502 - Vietiniø turistø vidutinës vienos  kelionës iðlaidos","Total (2004K1 - 2018K4) (Was renewed: 2019-03-22)","Suminis (2004K1 - 2018K4) (Atnaujinta: 2019-03-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R502_M4090801_1(1.0)",FALSE,FALSE,NA,NA,"M4090801_1"
"3207","S8R502_M4091505_3","LSD","S8R502 - Average expenditure per  trip of  domestic tourists","S8R502 - Vietiniø turistø vidutinës vienos  kelionës iðlaidos","Total (2004 - 2017) (Was renewed: 2018-08-20)","Suminis (2004 - 2017) (Atnaujinta: 2018-08-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R502_M4091505_3(1.0)",FALSE,FALSE,NA,NA,"M4091505_3"
"3208","S8R503_M4091602","LSD","S8R503 - Number of visitors of tourism information centres","S8R503 - Turizmo informacijos centrø lankytojø skaièius","Administrative territory | Country (2011K1 - 2019K1) (Was renewed: 2019-05-24)","Administracinë teritorija | Valstybë (2011K1 - 2019K1) (Atnaujinta: 2019-05-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R503_M4091602(1.0)",FALSE,FALSE,NA,NA,"M4091602"
"3209","S8R503_M4091601","LSD","S8R503 - Number of visitors of tourism information centres","S8R503 - Turizmo informacijos centrø lankytojø skaièius","Administrative territory | Type of visitors (2011K1 - 2019K1) (Was renewed: 2019-05-24)","Administracinë teritorija | Lankytojø tipas (2011K1 - 2019K1) (Atnaujinta: 2019-05-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R503_M4091601(1.0)",FALSE,FALSE,NA,NA,"M4091601"
"3210","S8R505_M4032201_1","LSD","S8R505 - Assets, total","S8R505 - Turtas, ið viso","Economic activity (NACE Rev. 1.1) (1998K1 - 2008K4) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 1.1 red.) (1998K1 - 2008K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R505_M4032201_1(1.0)",FALSE,FALSE,NA,NA,"M4032201_1"
"3211","S8R507_M4032101_1","LSD","S8R507 - Net profit to assets ratio","S8R507 - Turto grynasis pelningumas (1-as kvartilis, mediana, 3-as kvartilis)","Economic activity (NACE Rev. 1.1) | Statistical characteristics (2000 - 2008) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 1.1 red.) | Statistinës charakteristikos (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R507_M4032101_1(1.0)",FALSE,FALSE,NA,NA,"M4032101_1"
"3212","S8R509_M4030801_1","LSD","S8R509 - Return on assets","S8R509 - Turto pelningumas","Economic activity (NACE Rev. 1.1, 2-digit level) (2000 - 2008) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 1.1 red., 2 þenklø lygiu) (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R509_M4030801_1(1.0)",FALSE,FALSE,NA,NA,"M4030801_1"
"3213","S8R511_M4050110","LSD","S8R511 - Indexes of orders for manufacturing of production and carrying out works","S8R511 - Uþsakymø produkcijai gaminti ir darbams atlikti indeksai","Main industrial grouping | Market (1998M01 - 2012M12) (Not be renewed)","Pagrindinë pramoninë grupë | Rinka (1998M01 - 2012M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R511_M4050110(1.0)",FALSE,FALSE,NA,NA,"M4050110"
"3214","S8R511_M4050109","LSD","S8R511 - Indexes of orders for manufacturing of production and carrying out works","S8R511 - Uþsakymø produkcijai gaminti ir darbams atlikti indeksai","Economic activity (NACE Rev. 2) | Market (1998M01 - 2012M12) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 2 red.) | Rinka (1998M01 - 2012M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R511_M4050109(1.0)",FALSE,FALSE,NA,NA,"M4050109"
"3215","S8R512_M4020310","LSD","S8R512 - Delays in payment over the past 3 months","S8R512 - Uþsakovø nemokumo ir pavëluotø mokëjimø pasikeitimas per praëjusius 3 mënesius","Trend (2003M05 - 2008M12) (Not be renewed)","Tendencijos kryptis (2003M05 - 2008M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R512_M4020310(1.0)",FALSE,FALSE,NA,NA,"M4020310"
"3216","S8R512_M4020321","LSD","S8R512 - Delays in payment over the past 3 months","S8R512 - Uþsakovø nemokumo ir pavëluotø mokëjimø pasikeitimas per praëjusius 3 mënesius","Trend (2003M05 - 2019M05) (Was renewed: 2019-05-31)","Tendencijos kryptis (2003M05 - 2019M05) (Atnaujinta: 2019-05-31)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R512_M4020321(1.0)",FALSE,FALSE,NA,NA,"M4020321"
"3217","S8R513_M4031401_1","LSD","S8R513 - Foreign capital","S8R513 - Uþsienio kapitalas","Economic activity (NACE Rev. 1.1, 2-digit level) (2000 - 2008) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 1.1 red., 2 þenklø lygiu) (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R513_M4031401_1(1.0)",FALSE,FALSE,NA,NA,"M4031401_1"
"3218","S8R514_M4030601_1","LSD","S8R514 - Operating profit, loss (-)","S8R514 - Ûkinës veiklos pelnas, nuostolis (-)","Economic activity (NACE Rev. 1.1, 2-digit level) (2000 - 2008) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 1.1 red., 2 þenklø lygiu) (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R514_M4030601_1(1.0)",FALSE,FALSE,NA,NA,"M4030601_1"
"3219","S8R514_M4032204_2","LSD","S8R514 - Operating profit, loss (-)","S8R514 - Ûkinës veiklos pelnas, nuostolis (-)","Economic activity (NACE Rev. 1.1) (1998K1 - 2008K4) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 1.1 red.) (1998K1 - 2008K4) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R514_M4032204_2(1.0)",FALSE,FALSE,NA,NA,"M4032204_2"
"3220","S8R515_M4010117_1","LSD","S8R515 - Number of economic entities, farmers and natural persons at the beginning of the year","S8R515 - Veikianèiø ûkio subjektø, ûkininkø ir fiziniø asmenø skaièius metø pradþioje","Total (2005 - 2019) (Was renewed: 2019-04-26)","Suminis (2005 - 2019) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R515_M4010117_1(1.0)",FALSE,FALSE,NA,NA,"M4010117_1"
"3221","S8R516_M4100404","LSD","S8R516 - Profit (loss) statement variables of management enterprises","S8R516 - Vadymo ámoniø pelno (nuostoliø) ataskaitos rodikliai","Indicators (2004 - 2006) (Not be renewed)","Rodikliai (2004 - 2006) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R516_M4100404(1.0)",FALSE,FALSE,NA,NA,"M4100404"
"3222","S8R517_M4100418","LSD","S8R517 - Balance sheet variables of management enterprises (from 2006)","S8R517 - Valdymo ámoniø balansas (nuo 2006 m.)","Indicators (2006 - 2014) (Not be renewed)","Rodikliai (2006 - 2014) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R517_M4100418(1.0)",FALSE,FALSE,NA,NA,"M4100418"
"3223","S8R518_M4100403","LSD","S8R518 - Balance sheet variables of management enterprises","S8R518 - Valdymo ámoniø balanso rodikliai","Indicators (2004 - 2006) (Not be renewed)","Rodikliai (2004 - 2006) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R518_M4100403(1.0)",FALSE,FALSE,NA,NA,"M4100403"
"3224","S8R519_M4100419","LSD","S8R519 - Profit (loss) statement variables of management enterprises (from 2006)","S8R519 - Valdymo ámoniø pelno (nuostoliø) ataskaita (nuo 2006 m.)","Indicators (2006 - 2014) (Not be renewed)","Rodikliai (2006 - 2014) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R519_M4100419(1.0)",FALSE,FALSE,NA,NA,"M4100419"
"3225","S8R520_M4031401_1","LSD","S8R520 - State and municipal capital","S8R520 - Valstybës ir savivaldybiø kapitalas","Economic activity (NACE Rev. 1.1, 2-digit level) (2000 - 2008) (Not be renewed)","Ekonominës veiklos rûðis (EVRK 1.1 red., 2 þenklø lygiu) (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R520_M4031401_1(1.0)",FALSE,FALSE,NA,NA,"M4031401_1"
"3226","S8R521_M4010102","LSD","S8R521 - Number of individual enterprises in operation at the beginning of the year","S8R521 - Veikianèiø individualiø ámoniø skaièius metø pradþioje","Economic activity (NACE Rev. 2, 2-digit level) (2006 - 2019) (Was renewed: 2019-01-04)","Ekonominës veiklos rûðis (EVRK 2 red., 2 þenklø lygiu) (2006 - 2019) (Atnaujinta: 2019-01-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R521_M4010102(1.0)",FALSE,FALSE,NA,NA,"M4010102"
"3227","S8R522_M4010213","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Administrative territory | Group of income (2002 - 2015) (Not be renewed)","Administracinë teritorija | Pajamø grupë (2002 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010213(1.0)",FALSE,FALSE,NA,NA,"M4010213"
"3228","S8R522_M4010214","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Administrative territory | Legal form (2002 - 2019) (Was renewed: 2019-01-25)","Administracinë teritorija | Teisinë forma (2002 - 2019) (Atnaujinta: 2019-01-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010214(1.0)",FALSE,FALSE,NA,NA,"M4010214"
"3229","S8R522_M4010216","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Counties | Economic activity (NACE Rev. 1.1) | Legal form | Size class by number of employees (2002 - 2008) (Not be renewed)","Apskritys | Darbuotojø skaièiaus grupë | Ekonominës veiklos rûðis (EVRK 1.1 red.) | Teisinë forma (2002 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010216(1.0)",FALSE,FALSE,NA,NA,"M4010216"
"3230","S8R522_M4010218","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Economic activity (NACE Rev. 1.1) | Size class by number of employees (2002 - 2008) (Not be renewed)","Darbuotojø skaièius grupë | Ekonominës veiklos rûðis (EVRK 1.1 red.) (2002 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010218(1.0)",FALSE,FALSE,NA,NA,"M4010218"
"3231","S8R522_M4010220","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Legal form | Size class by number of employees (2002 - 2019) (Was renewed: 2019-01-25)","Darbuotojø skaièius grupë | Teisinë forma (2002 - 2019) (Atnaujinta: 2019-01-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010220(1.0)",FALSE,FALSE,NA,NA,"M4010220"
"3232","S8R522_M4010222","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Administrative territory | Size class by number of employees (2002 - 2019) (Was renewed: 2019-01-25)","Administracinë teritorija | Darbuotojø skaièius grupë (2002 - 2019) (Atnaujinta: 2019-01-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010222(1.0)",FALSE,FALSE,NA,NA,"M4010222"
"3233","S8R522_M4010230","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Administrative territory | Economic activity (NACE Rev. 2, section level) (2006 - 2019) (Was renewed: 2019-01-25)","Administracinë teritorija | Ekonominës veiklos rûðis (EVRK 2 red., sekcijø lygiu) (2006 - 2019) (Atnaujinta: 2019-01-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010230(1.0)",FALSE,FALSE,NA,NA,"M4010230"
"3234","S8R522_M4010231","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Counties | Economic activity (NACE Rev. 2, section level) | Legal form (2009 - 2019) (Was renewed: 2019-01-25)","Apskritys | Ekonominës veiklos rûðis (EVRK 2 red., sekcijø lygiu) | Teisinë forma (2009 - 2019) (Atnaujinta: 2019-01-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010231(1.0)",FALSE,FALSE,NA,NA,"M4010231"
"3235","S8R522_M4010233","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Economic activity (NACE Rev. 2, 2-digit level) | Size class by number of employees (2006 - 2019) (Was renewed: 2019-01-25)","Darbuotojø skaièius grupë | Ekonominës veiklos rûðis (EVRK 2 red., 2 þenklø lygiu) (2006 - 2019) (Atnaujinta: 2019-01-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010233(1.0)",FALSE,FALSE,NA,NA,"M4010233"
"3236","S8R522_M4010234","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Economic activity (NACE Rev. 2, section level) | Place of residence | Size class by number of employees (2012 - 2019) (Was renewed: 2019-01-25)","Darbuotojø skaièius grupë | Ekonominës veiklos rûðis (EVRK 2 red., sekcijø lygiu) | Gyvenamoji vietovë (2012 - 2019) (Atnaujinta: 2019-01-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010234(1.0)",FALSE,FALSE,NA,NA,"M4010234"
"3237","S8R522_M4010213_1","LSD","S8R522 - Number of small and medium enterprises in operation at the beginning of the year","S8R522 - Veikianèiø maþø ir vidutiniø ámoniø skaièius metø pradþioje","Administrative territory | Group of income (2016 - 2019) (Was renewed: 2019-01-25)","Administracinë teritorija | Pajamø grupë (2016 - 2019) (Atnaujinta: 2019-01-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R522_M4010213_1(1.0)",FALSE,FALSE,NA,NA,"M4010213_1"
"3238","S8R523_M4010120","LSD","S8R523 - Economic entities in operation at the beginning of the year","S8R523 - Veikiantys ûkio subjektai metø pradþioje","Economic activity (NACE Rev. 2, 2-digit level) | Institutional sector (2012 - 2019) (Was renewed: 2019-01-04)","Ekonominës veiklos rûðis (EVRK 2 red., 2 þenklø lygiu) | Institucinis sektorius (2012 - 2019) (Atnaujinta: 2019-01-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R523_M4010120(1.0)",FALSE,FALSE,NA,NA,"M4010120"
"3239","S8R523_M4010117_1","LSD","S8R523 - Economic entities in operation at the beginning of the year","S8R523 - Veikiantys ûkio subjektai metø pradþioje","Total (2005 - 2019) (Was renewed: 2019-04-26)","Suminis (2005 - 2019) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R523_M4010117_1(1.0)",FALSE,FALSE,NA,NA,"M4010117_1"
"3240","S8R523_M4010112","LSD","S8R523 - Economic entities in operation at the beginning of the year","S8R523 - Veikiantys ûkio subjektai metø pradþioje","Administrative territory | Size class by number of employees (2002 - 2019) (Was renewed: 2019-01-04)","Administracinë teritorija | Darbuotojø skaièiaus grupë (2002 - 2019) (Atnaujinta: 2019-01-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R523_M4010112(1.0)",FALSE,FALSE,NA,NA,"M4010112"
"3241","S8R523_M4010119","LSD","S8R523 - Economic entities in operation at the beginning of the year","S8R523 - Veikiantys ûkio subjektai metø pradþioje","Administrative territory | Economic activity (NACE Rev. 2, section level) (2009 - 2019) (Was renewed: 2019-01-04)","Administracinë teritorija | Ekonominës veiklos rûðis (EVRK 2 red., sekcijø lygiu) (2009 - 2019) (Atnaujinta: 2019-01-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R523_M4010119(1.0)",FALSE,FALSE,NA,NA,"M4010119"
"3242","S8R523_M4010102","LSD","S8R523 - Economic entities in operation at the beginning of the year","S8R523 - Veikiantys ûkio subjektai metø pradþioje","Economic activity (NACE Rev. 2, 2-digit level) (2006 - 2019) (Was renewed: 2019-01-04)","Ekonominës veiklos rûðis (EVRK 2 red., 2 þenklø lygiu) (2006 - 2019) (Atnaujinta: 2019-01-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R523_M4010102(1.0)",FALSE,FALSE,NA,NA,"M4010102"
"3243","S8R523_M4010113","LSD","S8R523 - Economic entities in operation at the beginning of the year","S8R523 - Veikiantys ûkio subjektai metø pradþioje","Administrative territory | Group of income (2002 - 2015) (Not be renewed)","Administracinë teritorija | Pajamø grupë (2002 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R523_M4010113(1.0)",FALSE,FALSE,NA,NA,"M4010113"
"3244","S8R523_M4010114","LSD","S8R523 - Economic entities in operation at the beginning of the year","S8R523 - Veikiantys ûkio subjektai metø pradþioje","Administrative territory | Legal form (2002 - 2019) (Was renewed: 2019-01-04)","Administracinë teritorija | Teisinë forma (2002 - 2019) (Atnaujinta: 2019-01-04)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S8R523_M4010114(1.0)",FALSE,FALSE,NA,NA,"M4010114"
